"Env","Genotype","Trait1","Trait2","Trait3","Trait4"
"1","32520",161.037406322426,31.8743865742513,71.9814235348973,23.5761786090857
"1","31299",156.326827161678,32.9644048987766,62.5106312588032,18.4318478273773
"1","29784",152.211538799439,27.8883084817002,72.5481913048083,19.3208546391419
"1","32340",149.906547147583,24.1126835792166,72.5842796758025,18.1984418504452
"1","27413",156.497824178762,34.2093767417797,73.8244275718971,25.4310488775528
"1","27226",162.97083203451,32.7604391303745,66.7859409266648,22.5080936460799
"1","27258",155.358320580397,31.9961919540347,67.2651117594196,19.6106169679622
"1","30656",157.60572904833,31.1787822791028,67.0652278804087,23.3295503319893
"1","32560",151.209522127611,30.4496947227012,76.1697514465821,12.4472704172102
"1","26623",164.76952363639,28.9709570794493,72.332371111584,24.1130168205129
"1","26789",150.287196838324,37.6514208524874,78.6222361494648,28.6986364039203
"1","28083",163.186772891308,33.9712141095912,70.655206498878,19.1334553238886
"1","28466",132.280865632562,35.1027813244514,56.9163129598479,14.6375937246068
"1","30028",147.038305050742,31.2479509160369,66.0645313121716,24.013083273999
"1","30391",155.877865281553,33.0683792411004,59.4099164363961,19.5888255748485
"1","32346",148.043411510511,26.5032135976196,73.9405395556499,11.8705277830555
"1","28350",152.711580524406,32.116277944065,68.0367228547449,17.6185827263492
"1","30595",160.672210035741,30.0281086601837,58.6528778767294,17.0934525334147
"1","31160",160.702715209812,33.9801358710184,75.7158521679093,21.833756055686
"1","30648",163.040882301379,33.0133104530428,74.6632785782728,23.9021792139148
"1","32555",159.585698790015,30.8953547217073,81.2093981738574,16.0113809602793
"1","26868",155.004629584798,36.5550639481901,70.6987356059486,23.5411052587018
"1","27428",150.886434957118,39.6279763869564,73.9107093091248,21.517227058602
"1","27603",159.991055976944,38.667787217102,85.0660542248098,11.3625175595041
"1","31186",151.581476731489,33.8528914229784,57.3059469131465,14.3838493922312
"1","30646",160.850847644303,36.2644409056013,62.8782332166426,28.8280885763618
"1","29257",155.550776123535,29.5601428407759,74.1068985388583,6.59819467890808
"1","29895",156.786748537919,32.3416712650201,57.1317689198118,23.3191334553104
"1","27304",157.533708438641,37.6193850198366,57.1697726883819,21.022603203032
"1","27252",154.511307495122,29.3351427240159,71.9173850914733,29.1900052372015
"1","27270",157.344079226552,36.5396958097066,61.8551382925279,11.7363692730671
"1","29850",165.416371792188,29.763577886297,67.3703299872251,30.2699029314211
"1","28352",154.482404898903,28.1967615478553,72.9998493440349,9.40990217759691
"1","27573",147.664246517702,36.7369145238296,74.1599014777266,14.0295405221795
"1","31678",150.960801292008,36.1387777222769,70.1386160365347,33.6007305219705
"1","31101",141.180325489109,32.3923911472512,65.5387083384331,15.5868920108876
"1","26939",149.627470882622,36.7757897319484,63.2414572842401,20.4217134685183
"1","30679",165.257440565234,35.147524482009,82.9860158701021,21.0526832593864
"1","29169",154.310054811522,37.5368737949779,56.4464057923329,14.3468066687419
"1","28873",164.096834900532,35.4135926769169,69.5274870470567,21.3603033859054
"1","32577",156.933420440956,35.1268955533112,55.7033121179903,10.1974859943516
"1","28103",142.695273084551,41.487579063185,55.2184857626311,18.1576195666944
"1","31135",151.02985785257,37.6412282978336,62.486737818614,16.5738775868502
"1","29251",138.887730273322,31.6243228406372,73.8744905894375,24.6278231967267
"1","30887",147.703891736392,26.719190716132,72.625082241584,19.3574995209422
"1","27979",160.629965299625,40.9979393776901,71.659573247493,20.816094701184
"1","26677",162.287994827862,25.559991311852,70.4117881394463,19.1201320165912
"1","31925",150.616293400896,32.9179945574464,68.8931932298779,20.2265382147903
"1","27239",167.684997971478,32.8412528283438,66.9426874364485,22.2321767226633
"1","31084",152.721620993247,34.1542039413155,72.6532891642226,20.0591352825101
"1","26918",150.571367708465,34.579924430797,70.1159237832951,28.9843275874769
"1","29281",157.641289323408,34.0143015399833,65.9299449522177,16.9956080559289
"1","27642",168.175736516551,31.0284231140891,61.5139458452142,22.1389169268392
"1","29817",175.059053554436,34.3781455310873,66.5435781715099,19.0929761314461
"1","27093",158.311767964863,30.5198477920568,65.6360436329988,24.0470711725939
"1","26664",163.103343265844,35.5693775789421,72.8423157866972,18.74416140977
"1","30130",163.00080122395,37.9029244557684,69.240754989838,20.5045177027446
"1","27679",164.199749415562,34.1361886944263,76.5728618202115,16.3843747556389
"1","29411",153.015474263746,33.4134950546901,58.5080047285579,18.0236858403097
"1","28206",152.445624237301,33.0384048238652,69.0834882993114,16.8682286223379
"1","28565",139.413005916131,37.1694753998604,65.1608730202129,21.2138481599798
"1","31209",144.625085681237,36.4423698467921,64.1665772379782,22.3878406386451
"1","30708",153.426031219304,33.9402606882579,67.6452320513553,14.3623315201162
"1","32012",159.322440650228,32.5898986771094,69.0183714041588,19.2731895048871
"1","28087",152.358321565529,32.6989021389082,70.6948311891334,22.4309251096343
"1","28207",166.809708161329,29.847261690221,66.038030059738,15.1135304009412
"1","28234",161.175621660107,30.1409324022131,60.4544172362685,27.8837933798806
"1","26634",180.87168300852,37.7861891706283,52.6628646926623,19.0151735657812
"1","31606",167.043122850618,31.6797176415627,61.5018527573315,10.9961967425555
"1","28105",152.743876993219,46.161328135547,63.6215595054855,18.8178900016097
"1","28312",154.558633355936,29.9807781205219,71.3280233091043,22.5593576491596
"1","28639",152.056707763738,40.052182680666,61.7274268790786,8.58061011727087
"1","29090",146.678621020281,34.2539127298336,72.5875371538982,22.7366935345368
"1","30073",150.783034965187,29.7055351289006,67.6047833970923,16.8581251269667
"1","32131",152.852103144944,37.6316065857895,64.5192251752247,16.6060901863925
"1","31378",147.364230154204,31.5043420825981,57.1356989017618,7.36989108046888
"1","29315",152.040957615348,31.5195610700566,58.7824803542277,13.5482598859667
"1","27675",161.463178871269,37.0349487665575,89.958479035949,18.0463514296753
"1","26601",158.544487440956,33.6497751801819,71.2552097164868,18.1542146386054
"1","28500",146.107835177283,30.4908696841791,56.2613695446951,30.5721438055745
"1","28768",167.352611336705,30.2589430155193,76.2541745097942,15.887540231691
"1","28101",152.391477575092,35.0616010361793,57.3858698269976,14.8617446822349
"1","32199",162.377007235008,38.6185483567147,74.2975567608766,17.128062741113
"1","27973",161.107720289028,36.3629469688191,77.0971584051383,9.76830819475097
"1","26798",161.559062587849,38.8331624299372,73.2916132067448,18.787053090561
"1","31236",149.894234078381,33.2909518613899,55.2440385113604,25.1091445229034
"1","28761",141.726346618283,28.9549127235096,68.5187089658253,18.1051455098878
"1","30932",150.30490501465,31.8164429336376,75.043324495894,18.111408475916
"1","27505",145.98157479142,26.1551705956002,63.4163630826168,21.7985936787573
"1","31649",159.881467029163,31.8231054183755,76.5791761576453,30.1856757949993
"1","28451",152.146893126976,28.6596141247596,63.4842128106461,18.3258092754054
"1","27491",145.317830153153,31.4360467471793,69.1323189404914,11.3542642267236
"1","27708",156.354014929893,32.1707763311465,65.4226825722042,10.7752142592133
"1","29460",164.764951335232,31.9146122308773,73.8199006524852,12.0063205174803
"1","26815",155.334640328851,31.3891273430457,78.0024478978557,22.139907217389
"1","31919",156.169638767992,32.9195533742687,73.1175468710706,15.132379691477
"1","31188",174.823540425448,32.8876919349828,64.2219364341149,13.7793288153917
"1","30499",169.674963379568,31.8516280448565,79.6829942255779,19.8835732883731
"1","30885",158.236303448042,24.9115784743771,69.0225796599754,26.8198452168846
"1","28770",164.089013123466,29.8024037119182,70.7354206945828,12.0265001295072
"1","31962",156.354223195401,31.4788151246335,67.2851410248194,22.0688204106045
"1","31833",151.941747183347,31.13804657644,77.6092121255543,11.8964606442033
"1","27790",146.804785263083,36.4790961099019,80.4111009751084,22.9582739562275
"1","27993",158.125760506405,37.5875382961451,72.6330429046285,17.7274430473744
"1","31505",150.898759907299,38.6353079758642,60.3703986615563,22.5362666147336
"1","31296",166.906835238448,31.9696225814163,63.1469181379261,28.1935825849045
"1","28331",151.006662472958,40.4162560419673,83.6406794315641,17.6128270085075
"1","28748",142.709812928161,35.0102827019737,73.4936394886112,32.6596634472142
"1","26765",152.546166464531,38.4389117828111,67.3771703213575,10.5552370487362
"1","29382",164.472738307532,33.6026358540408,66.0119204207336,20.3404315900322
"1","26943",154.881674851294,33.6804586303073,70.4180823285533,17.7712384112153
"1","32579",158.437899958157,32.0604494235151,66.9065790306415,17.6829767237598
"1","27294",146.880286440737,34.5018998951645,65.744349385266,17.3870718487771
"1","27297",150.367476182366,38.290136398217,71.1237673793498,24.6767750889704
"1","31552",167.727380722698,45.3384564937573,69.3348558986356,11.155211841697
"1","30103",159.119395806003,38.7979623216776,63.8177411806038,11.6817336980327
"1","26997",149.446877925282,29.6681979014759,77.6691490845998,9.97231472751819
"1","29679",142.412873196419,31.7239474888912,67.5979446396044,12.7363522125342
"1","26990",167.673198607472,27.0015302474878,68.4304874936533,19.5973998366949
"1","30395",161.897962214114,29.6094738182707,71.9984548410874,18.751457104126
"1","26681",161.670830827075,29.0088323438957,71.6788480966527,5.85471553684787
"1","26987",155.928454851317,31.7221068805568,76.5235059176602,21.2134124793117
"1","29483",154.784293489597,35.8405882756651,68.742763256103,25.4390874611791
"1","27486",156.894720986187,38.503243326948,70.8095952214201,14.6749018616987
"1","31792",138.546906129623,32.1923712722971,65.992267778289,17.7760402004708
"1","26956",139.084892381133,24.346385621706,68.8177951285499,14.3602337894292
"1","26628",164.369072121165,31.6310998373638,63.3576182180835,23.4540601491373
"1","30505",161.812219448314,30.835253035206,70.9381323466016,21.3269282191915
"1","26786",143.17396413565,39.7216749829868,71.1584894829845,15.7699257744274
"1","27426",143.076186877818,33.6108946666266,68.2542153280379,10.3122213065422
"1","30489",159.651760764015,35.7062470791858,69.6252935126516,36.6574510562459
"1","31550",158.842850514265,37.0307929865774,63.5063031252962,15.7138452527064
"1","30913",157.237108895993,36.2151063050048,68.849337199822,17.6225450849588
"1","30335",154.786349673202,33.3761716411685,69.0254855277823,16.9377384171824
"1","29469",166.629602135103,28.7967169430055,64.3291198954615,29.8095725404713
"1","30974",146.379160334923,31.1406734512472,73.4101420793885,15.0054057406361
"1","26730",159.7457403106,27.6465008713351,70.8808952237312,15.3934921065548
"1","27932",154.719252730331,34.3245228486174,72.0429114453477,20.3368405812884
"1","28289",150.992761919923,37.7131406890489,71.2918589485692,23.6424815469979
"1","30097",168.902048444445,34.3456337584874,56.618780809243,12.7178135567964
"1","26839",156.125942332903,31.9981524110795,77.8190868365783,13.5416135798024
"1","30952",161.211014062473,35.065179679879,68.7021236262847,18.8675823875246
"1","29378",159.017334364103,32.6298207873312,65.424012122659,29.7168935307698
"1","26740",174.402555491129,38.5187496040984,63.8587228351056,26.101604903501
"1","31561",147.920956804736,28.0685128543026,62.8544721900886,20.6163963616889
"1","29149",165.701150866209,40.5499823947927,56.1629419429912,21.4587461593405
"1","30535",157.630667315984,41.8114241120259,69.6845940109458,2.37756867379572
"1","30022",158.351326368398,26.1231088087601,73.221081887245,27.5848313104638
"1","27372",153.940824808129,30.6306189976494,78.2753906701304,26.0766452656055
"1","27769",157.320076825697,36.4275059091749,76.1962166883249,24.2604608798044
"1","31594",148.395516264506,28.7643037472262,78.0907362044493,23.2229393269876
"1","26643",144.492926807436,26.6393362035536,63.6691515431721,13.2212294562598
"1","29619",155.396098239533,28.1415092881462,72.9815173351998,20.8491153928989
"1","32409",164.400238206927,28.132137510177,76.9641685540534,21.2916108171541
"1","32583",146.107223068749,34.5998363250669,64.0580439558399,24.7003148433451
"1","27954",162.319127838502,35.4862011126622,71.2193106647743,18.6773205556927
"1","29823",151.307651261565,36.2733130433012,69.9721036345263,15.642430592802
"1","29547",151.685094624444,34.7450054821152,60.9372202030483,21.8047940120812
"1","27829",142.311237461594,42.6564151090393,50.6981645051666,19.6921116622061
"1","30453",161.993597681034,27.9010289523483,67.8227225775057,10.558724132169
"1","27310",167.16375185992,33.843112998471,82.0313008901614,20.6853105686232
"1","30521",170.827905418385,32.8637335589905,63.9470389649869,19.2871748689236
"1","26721",155.22287079581,22.5325370859154,64.4174259821944,13.7323331928738
"1","28914",152.423126603102,31.6912737223845,68.2049659134806,14.1812461677719
"1","28146",146.830823881377,30.5127191470957,62.1499181164774,11.7977877509037
"1","28247",150.566310614022,34.2563173011287,59.8112228170937,12.4646910645848
"1","31806",154.741635138285,32.1488642024189,66.7793532416766,20.7408542573226
"1","27952",162.608924603821,35.0518160158584,69.4369475454808,14.4685523935692
"1","27249",171.915495998006,34.0195228280549,77.0067727552462,33.8218827185068
"1","28388",149.491536114069,36.6404882997391,68.8875448692245,25.5413672342818
"1","28292",132.961835277207,37.4612051529521,66.3991230748961,21.9773778449342
"1","27230",146.133279132463,35.9478571934871,67.6603267734008,28.0985659194071
"1","26929",143.55945134301,31.1580901900543,60.4440974982727,17.8410093463829
"1","29682",149.847870147311,36.1684661055269,73.9181644381993,17.8591183521636
"1","28735",145.132988988714,33.4067571856199,67.6525066976918,24.5337800775732
"1","32553",163.163391582125,39.3826275695664,83.2967187651941,15.5311045656904
"1","28716",160.385612678992,33.8297737574535,77.2364595040173,27.2729176074974
"1","29528",150.435120440532,37.9700769486719,64.1101851453777,24.3662161393491
"1","26671",167.126373107067,32.9717092351661,66.3790787167314,14.302400252722
"1","31515",136.172751448781,35.6470146194972,76.958748419781,15.7047361585713
"1","31385",146.906814471088,27.1601308906362,61.2127141978588,12.8367865406902
"1","27502",175.943908503528,27.1779829737288,61.4762288533,16.0788543269949
"1","29664",142.623525178219,38.6300511144774,76.0460344561822,25.9607918059496
"1","29980",149.887712963979,34.4814326709097,75.8972774371297,19.2182226595041
"1","29381",139.776462702302,30.563307794976,64.1041721707326,18.0678821527176
"1","29418",157.71306681332,35.7359121125685,65.6370028815462,21.6832498067661
"1","30118",148.950217533803,31.2914006987648,58.3921203815346,22.9641217909707
"1","32132",149.347708344534,31.386200709903,61.653738412789,18.3160729568563
"1","29229",139.991794336476,32.7459997860383,85.6388217943332,25.3650220582254
"1","28994",164.909725317155,29.1193936741452,67.0001630578856,22.0235641890049
"1","27887",157.710847696781,28.7058577054393,66.8460295922107,8.93436510686806
"1","26606",163.366707241893,35.8113545699071,68.5445268186282,10.9883943050324
"1","28288",161.0407928496,34.7973256244861,66.7109896792965,9.4522539235794
"1","31373",147.552372344121,34.6931257531484,69.8689068904838,24.8310005760645
"1","26696",160.486913669524,37.8689847780946,71.5614463301245,15.2366624651203
"1","29044",144.883418102578,36.3373557081403,68.43799994138,17.5394633373515
"1","28731",147.947543946486,29.0622372010964,68.4407225571948,17.2880264491402
"1","31426",149.957406847603,34.0274531924829,62.7861228101807,18.7758842804309
"1","30098",170.901901414866,40.4866879152082,58.3336506445094,19.7912349089155
"1","29879",164.506867236374,32.3640899324482,49.6775136652097,19.9575084229515
"1","29202",154.833305236304,37.7386014714547,60.8194962352891,24.0242683192512
"1","27806",157.505379086409,36.3087679707435,74.5184456790614,22.3906610017618
"1","32413",150.300387763469,28.1638135283407,67.562954432656,12.4531905270735
"1","30133",179.56012070472,31.2897787056867,66.4572278891608,19.3337123852701
"1","26656",154.733163892321,31.1770169662921,70.4784546351485,23.9565195211675
"1","30297",147.793573642,34.8898456299691,57.6870186817191,13.7604118311161
"1","28843",128.333089187435,31.7090907136053,79.2123983912093,12.5100764440627
"1","26609",157.292900093714,41.6097428763075,76.7879765015018,16.4947827304342
"1","27841",141.473632210972,27.0899007227409,68.5292520508898,14.0225268768697
"1","28818",158.28073851686,37.1291559067215,73.0161303734946,20.5752975320441
"1","28812",153.960924165644,36.6004176119652,68.4620693714509,22.2430156455865
"1","27097",167.358570474713,30.5689627398811,72.708580067147,24.6130455308136
"1","27831",164.465142393935,41.5888701686799,56.8530253895022,28.0631483657929
"1","31735",154.311522951296,31.237931527535,68.4424661950752,12.2550557446966
"1","27375",138.99955398158,33.1140095622115,68.8655945835299,17.3887375681388
"1","28281",161.935969684181,37.7526314339567,56.319018252211,24.549206539744
"1","27513",152.724110106215,26.7214271238284,72.2366236660629,17.8060621071206
"1","31873",143.833073974136,33.530977076555,72.8797450050426,23.2466157043705
"1","30308",161.619444256911,37.5919197198789,69.8294852532739,13.5570526568124
"1","30940",146.379541626604,43.4153328457065,65.4074400378728,11.2548067269583
"1","26640",147.825865920204,27.8728310533941,56.401977687952,28.4778968664459
"1","27807",160.097413927469,36.556855089771,72.4152308951562,17.1904290182707
"1","29889",158.393315412807,30.8557318280991,60.3591779896869,16.3137775772054
"1","29470",164.130349867881,35.5244219939922,80.514963675659,15.0385598465935
"1","27293",153.734002931086,39.599012379685,70.7110366699629,23.2529628973884
"1","28996",154.914006681956,36.2923350393173,67.1039353876722,25.1582809927607
"1","31924",153.937107116618,32.3820023562301,55.3414495673185,9.76099470120695
"1","28980",144.095233374698,32.9106439369953,71.6600323495025,22.3206432770728
"1","29628",162.757619342753,37.6742375846143,69.9750528060786,18.5309600666512
"1","27098",150.247477964169,31.2068427467787,64.0405395310757,11.7591805647486
"1","30659",161.030094544679,33.5595948145632,84.9731049803991,26.1933572615942
"1","27316",161.973746672492,36.2798630484996,70.5112100492081,18.99097391828
"1","30820",151.381887610957,31.0091719010685,71.107102619385,15.2354927334953
"1","28315",142.960456216475,32.1286425908224,67.4758241098133,22.2955830214692
"1","31428",155.728017002874,40.5282172445935,54.7930036687311,17.0859031925392
"1","28317",158.165180654213,38.0010401626335,72.7744691006722,22.1222121423256
"1","29738",156.100061571626,30.8561724982902,74.3597076247312,16.2720654977247
"1","28135",166.890206699109,41.1715870688091,70.4070126819267,19.517168295222
"1","31589",159.330915187742,35.2776568077241,57.6797572563547,7.77777309087607
"1","28576",155.672137876887,27.4498297262251,73.5219224126936,12.571976531066
"1","32572",144.393454869002,36.2816153677474,46.2091713186813,25.9898891954521
"1","26659",136.53750285609,31.3622254375139,64.7531548140167,17.011910158702
"1","31342",147.430603108888,31.7905450897831,72.7290285238315,15.7766723953527
"1","27001",151.154513718838,36.7176699315142,75.2387341612226,12.3109606579991
"1","28052",148.18979802191,32.0713733401363,72.0556257465903,15.3737381046004
"1","31546",163.439126785121,32.6261285174544,64.4762795667723,14.8886745491891
"1","31920",148.269744554233,38.3560086281703,61.7837224986083,12.2583208557796
"1","29116",141.616099232232,33.6576263703986,64.3764948153969,19.3195140653531
"1","31221",159.774328234004,37.7461777166756,62.6467459100786,14.3536911874032
"1","26727",155.899804728752,31.4425996480849,74.5186290757559,27.9542875486709
"1","27495",158.503801432805,39.1632569423131,73.4505435974106,7.52818035486728
"1","28997",154.991504554455,37.8477191750667,65.6814266682724,23.6718211175702
"1","26768",152.564610517205,40.2815417318383,55.4900995012344,16.3188712883017
"1","27255",156.542605161423,24.3533729600001,63.3154703734749,18.5904725911285
"1","28085",156.141313235534,33.0927808789449,60.3664342918344,14.444815720742
"1","27615",146.133083037448,33.6187797492177,74.6213055396036,18.6349080364969
"1","32337",168.953523818261,21.0096476688121,72.713153854477,8.07471481805329
"1","31944",159.666712239972,34.7332210958133,61.2607983946176,21.7029914791019
"1","27743",139.928825236909,38.5669003948432,65.0939146226018,24.2206554937269
"1","29891",159.779146730482,33.8280733083011,66.9000862566566,26.6493895351268
"1","29849",151.727061716958,33.9761551145809,67.5410570818447,31.2702316332327
